timeStamp,elapsed,label,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1402987881343,6194,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987882343,48071,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987883343,52904,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987884343,44675,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987885343,32547,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987886343,54147,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987887343,37302,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987888343,62250,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987889375,45156,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987890375,51169,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987891375,38524,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987892375,21109,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987893375,39323,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987894375,49217,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987895375,25192,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987896375,7438,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987897375,4282,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987898375,10896,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987899375,9901,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987900375,7660,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987901375,10425,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987902375,17921,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987903375,7663,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987904375,6990,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987905375,18844,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987906375,15619,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987907375,11676,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987908390,18288,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987909390,16800,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987910390,11024,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987911390,7353,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987912390,8542,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987913390,8151,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987914390,8156,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987915390,10077,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987916390,9366,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987917390,12801,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987918390,19027,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987919390,16028,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987920390,16863,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987921390,23643,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987922390,10672,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987923390,27816,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987924390,36200,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987925390,26127,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987926390,21526,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987927390,34360,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987928390,23834,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987929406,18823,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987930406,15964,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987931406,9318,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987932406,12490,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987933406,20725,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987934406,8863,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987935406,7383,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987936406,7440,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987937406,4297,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987938406,10769,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987939406,4416,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987940406,6877,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987941406,4699,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987942406,2708,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987943406,12902,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987944406,6979,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987945406,10187,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987946406,6586,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987947406,5376,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987948437,12867,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987949437,15408,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987950437,6979,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987951437,8151,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987952437,18336,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987953437,19682,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987954437,12400,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987955437,13323,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987956437,18986,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987957437,22823,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987958437,10180,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987959437,10875,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987960437,20929,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987961437,9824,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987962437,22857,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987963437,14496,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987964437,6189,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987965437,17576,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987966437,6926,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987967437,18682,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987968437,15184,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987969437,16816,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987970437,4743,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987971437,10049,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987972437,3530,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987973437,3092,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987974437,6260,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987975437,6900,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987976437,1913,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987977437,5816,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987978437,7427,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987979437,4266,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987980437,5836,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987981437,6658,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987982437,8101,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987983437,5527,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987984437,6614,dennis-nb CPU CPU usage,,,true,0,0,0,0
1402987985437,7963,dennis-nb CPU CPU usage,,,true,0,0,0,0
