timeStamp,elapsed,label,threadName,dataType,success,grpThreads,allThreads,Latency
1402998311437,32751,dennis-nb Memory usedperc,,,true,0,0,0
1402998312437,32764,dennis-nb Memory usedperc,,,true,0,0,0
1402998313437,32813,dennis-nb Memory usedperc,,,true,0,0,0
1402998314437,32841,dennis-nb Memory usedperc,,,true,0,0,0
1402998315437,33119,dennis-nb Memory usedperc,,,true,0,0,0
1402998316437,33227,dennis-nb Memory usedperc,,,true,0,0,0
1402998317562,33340,dennis-nb Memory usedperc,,,true,0,0,0
1402998318562,33455,dennis-nb Memory usedperc,,,true,0,0,0
1402998319562,33553,dennis-nb Memory usedperc,,,true,0,0,0
1402998320562,33779,dennis-nb Memory usedperc,,,true,0,0,0
1402998321562,33857,dennis-nb Memory usedperc,,,true,0,0,0
1402998322562,34094,dennis-nb Memory usedperc,,,true,0,0,0
1402998323562,34101,dennis-nb Memory usedperc,,,true,0,0,0
1402998324562,34257,dennis-nb Memory usedperc,,,true,0,0,0
1402998325562,34334,dennis-nb Memory usedperc,,,true,0,0,0
1402998326562,34464,dennis-nb Memory usedperc,,,true,0,0,0
1402998327562,34185,dennis-nb Memory usedperc,,,true,0,0,0
1402998328562,34315,dennis-nb Memory usedperc,,,true,0,0,0
1402998329562,34497,dennis-nb Memory usedperc,,,true,0,0,0
1402998330562,34225,dennis-nb Memory usedperc,,,true,0,0,0
1402998331562,34382,dennis-nb Memory usedperc,,,true,0,0,0
1402998332562,34169,dennis-nb Memory usedperc,,,true,0,0,0
1402998333562,34299,dennis-nb Memory usedperc,,,true,0,0,0
1402998334593,34430,dennis-nb Memory usedperc,,,true,0,0,0
1402998335593,34277,dennis-nb Memory usedperc,,,true,0,0,0
1402998336593,34406,dennis-nb Memory usedperc,,,true,0,0,0
1402998337593,34308,dennis-nb Memory usedperc,,,true,0,0,0
1402998338593,34319,dennis-nb Memory usedperc,,,true,0,0,0
1402998339593,34473,dennis-nb Memory usedperc,,,true,0,0,0
1402998340593,34359,dennis-nb Memory usedperc,,,true,0,0,0
1402998341593,34459,dennis-nb Memory usedperc,,,true,0,0,0
1402998342593,34631,dennis-nb Memory usedperc,,,true,0,0,0
1402998343593,34757,dennis-nb Memory usedperc,,,true,0,0,0
1402998344593,34787,dennis-nb Memory usedperc,,,true,0,0,0
1402998345593,34858,dennis-nb Memory usedperc,,,true,0,0,0
