timeStamp,elapsed,label,threadName,dataType,success,grpThreads,allThreads,Latency
1403067950703,22783,dennis-nb Memory usedperc,,,true,0,0,0
1403067951703,22857,dennis-nb Memory usedperc,,,true,0,0,0
1403067952703,22896,dennis-nb Memory usedperc,,,true,0,0,0
1403067953703,22942,dennis-nb Memory usedperc,,,true,0,0,0
1403067954812,23009,dennis-nb Memory usedperc,,,true,0,0,0
1403067955937,23002,dennis-nb Memory usedperc,,,true,0,0,0
1403067956937,23820,dennis-nb Memory usedperc,,,true,0,0,0
1403067957937,24078,dennis-nb Memory usedperc,,,true,0,0,0
1403067958937,25435,dennis-nb Memory usedperc,,,true,0,0,0
1403067959968,25493,dennis-nb Memory usedperc,,,true,0,0,0
1403067960968,25752,dennis-nb Memory usedperc,,,true,0,0,0
1403067961968,26813,dennis-nb Memory usedperc,,,true,0,0,0
1403067962968,27290,dennis-nb Memory usedperc,,,true,0,0,0
1403067964171,27290,dennis-nb Memory usedperc,,,true,0,0,0
1403067965171,27264,dennis-nb Memory usedperc,,,true,0,0,0
1403067969171,28469,dennis-nb Memory usedperc,,,true,0,0,0
1403067970171,28469,dennis-nb Memory usedperc,,,true,0,0,0
1403067971171,28828,dennis-nb Memory usedperc,,,true,0,0,0
1403067972171,28942,dennis-nb Memory usedperc,,,true,0,0,0
1403067973171,29402,dennis-nb Memory usedperc,,,true,0,0,0
1403067974187,29849,dennis-nb Memory usedperc,,,true,0,0,0
1403067975187,30198,dennis-nb Memory usedperc,,,true,0,0,0
1403067976187,30037,dennis-nb Memory usedperc,,,true,0,0,0
1403067977187,30322,dennis-nb Memory usedperc,,,true,0,0,0
1403067978187,30198,dennis-nb Memory usedperc,,,true,0,0,0
1403067979187,30367,dennis-nb Memory usedperc,,,true,0,0,0
1403067980187,30206,dennis-nb Memory usedperc,,,true,0,0,0
1403067981187,30366,dennis-nb Memory usedperc,,,true,0,0,0
1403067982187,30307,dennis-nb Memory usedperc,,,true,0,0,0
1403067983187,30280,dennis-nb Memory usedperc,,,true,0,0,0
1403067984187,30243,dennis-nb Memory usedperc,,,true,0,0,0
1403067985187,30424,dennis-nb Memory usedperc,,,true,0,0,0
1403067986187,30335,dennis-nb Memory usedperc,,,true,0,0,0
1403067987187,30234,dennis-nb Memory usedperc,,,true,0,0,0
1403067988187,30273,dennis-nb Memory usedperc,,,true,0,0,0
1403067989187,30320,dennis-nb Memory usedperc,,,true,0,0,0
1403067990187,30382,dennis-nb Memory usedperc,,,true,0,0,0
1403067991187,30541,dennis-nb Memory usedperc,,,true,0,0,0
1403067992187,30645,dennis-nb Memory usedperc,,,true,0,0,0
1403067993187,30764,dennis-nb Memory usedperc,,,true,0,0,0
1403067994187,30827,dennis-nb Memory usedperc,,,true,0,0,0
1403067995187,30716,dennis-nb Memory usedperc,,,true,0,0,0
1403067996187,30989,dennis-nb Memory usedperc,,,true,0,0,0
1403067997187,31232,dennis-nb Memory usedperc,,,true,0,0,0
1403067998187,31361,dennis-nb Memory usedperc,,,true,0,0,0
1403067999187,31578,dennis-nb Memory usedperc,,,true,0,0,0
1403068000187,31578,dennis-nb Memory usedperc,,,true,0,0,0
1403068001187,31850,dennis-nb Memory usedperc,,,true,0,0,0
1403068002187,31960,dennis-nb Memory usedperc,,,true,0,0,0
1403068003187,32352,dennis-nb Memory usedperc,,,true,0,0,0
1403068004187,32563,dennis-nb Memory usedperc,,,true,0,0,0
1403068005187,32647,dennis-nb Memory usedperc,,,true,0,0,0
1403068006187,32830,dennis-nb Memory usedperc,,,true,0,0,0
1403068007187,32972,dennis-nb Memory usedperc,,,true,0,0,0
1403068008187,33171,dennis-nb Memory usedperc,,,true,0,0,0
1403068009187,32885,dennis-nb Memory usedperc,,,true,0,0,0
1403068010187,33041,dennis-nb Memory usedperc,,,true,0,0,0
1403068011187,33221,dennis-nb Memory usedperc,,,true,0,0,0
1403068012187,32986,dennis-nb Memory usedperc,,,true,0,0,0
1403068013187,33138,dennis-nb Memory usedperc,,,true,0,0,0
1403068014187,32977,dennis-nb Memory usedperc,,,true,0,0,0
1403068015187,33232,dennis-nb Memory usedperc,,,true,0,0,0
1403068016187,33007,dennis-nb Memory usedperc,,,true,0,0,0
1403068017187,33190,dennis-nb Memory usedperc,,,true,0,0,0
1403068018234,33148,dennis-nb Memory usedperc,,,true,0,0,0
1403068019234,33046,dennis-nb Memory usedperc,,,true,0,0,0
1403068020234,33141,dennis-nb Memory usedperc,,,true,0,0,0
1403068021234,33125,dennis-nb Memory usedperc,,,true,0,0,0
1403068022234,33189,dennis-nb Memory usedperc,,,true,0,0,0
1403068023234,33196,dennis-nb Memory usedperc,,,true,0,0,0
1403068024234,33288,dennis-nb Memory usedperc,,,true,0,0,0
1403068025234,33507,dennis-nb Memory usedperc,,,true,0,0,0
1403068026234,33587,dennis-nb Memory usedperc,,,true,0,0,0
1403068027234,33697,dennis-nb Memory usedperc,,,true,0,0,0
1403068028234,33900,dennis-nb Memory usedperc,,,true,0,0,0
1403068029234,33973,dennis-nb Memory usedperc,,,true,0,0,0
1403068030234,34091,dennis-nb Memory usedperc,,,true,0,0,0
1403068031234,34228,dennis-nb Memory usedperc,,,true,0,0,0
1403068032281,34674,dennis-nb Memory usedperc,,,true,0,0,0
1403068033281,34770,dennis-nb Memory usedperc,,,true,0,0,0
1403068034281,34806,dennis-nb Memory usedperc,,,true,0,0,0
1403068035281,34984,dennis-nb Memory usedperc,,,true,0,0,0
1403068036281,34842,dennis-nb Memory usedperc,,,true,0,0,0
1403068037281,35029,dennis-nb Memory usedperc,,,true,0,0,0
1403068038281,35254,dennis-nb Memory usedperc,,,true,0,0,0
