timeStamp,elapsed,label,threadName,dataType,success,grpThreads,allThreads,Latency
1402990467203,29665,dennis-nb Memory usedperc,,,true,0,0,0
1402990468203,29685,dennis-nb Memory usedperc,,,true,0,0,0
1402990469203,29617,dennis-nb Memory usedperc,,,true,0,0,0
1402990470234,29694,dennis-nb Memory usedperc,,,true,0,0,0
1402990471343,29740,dennis-nb Memory usedperc,,,true,0,0,0
1402990472343,29876,dennis-nb Memory usedperc,,,true,0,0,0
1402990473343,29967,dennis-nb Memory usedperc,,,true,0,0,0
1402990474343,30050,dennis-nb Memory usedperc,,,true,0,0,0
1402990475343,30171,dennis-nb Memory usedperc,,,true,0,0,0
1402990476343,30274,dennis-nb Memory usedperc,,,true,0,0,0
1402990477343,30431,dennis-nb Memory usedperc,,,true,0,0,0
1402990478343,30444,dennis-nb Memory usedperc,,,true,0,0,0
1402990479343,30574,dennis-nb Memory usedperc,,,true,0,0,0
1402990480343,30620,dennis-nb Memory usedperc,,,true,0,0,0
1402990481343,30467,dennis-nb Memory usedperc,,,true,0,0,0
1402990482343,30571,dennis-nb Memory usedperc,,,true,0,0,0
1402990483343,30712,dennis-nb Memory usedperc,,,true,0,0,0
1402990484343,30833,dennis-nb Memory usedperc,,,true,0,0,0
1402990485343,30546,dennis-nb Memory usedperc,,,true,0,0,0
1402990486343,30676,dennis-nb Memory usedperc,,,true,0,0,0
1402990487343,30780,dennis-nb Memory usedperc,,,true,0,0,0
1402990488343,30911,dennis-nb Memory usedperc,,,true,0,0,0
1402990489343,30659,dennis-nb Memory usedperc,,,true,0,0,0
1402990490343,30789,dennis-nb Memory usedperc,,,true,0,0,0
1402990491343,30628,dennis-nb Memory usedperc,,,true,0,0,0
1402990492343,30706,dennis-nb Memory usedperc,,,true,0,0,0
1402990493343,30663,dennis-nb Memory usedperc,,,true,0,0,0
1402990494390,31032,dennis-nb Memory usedperc,,,true,0,0,0
1402990495390,30750,dennis-nb Memory usedperc,,,true,0,0,0
1402990496453,30906,dennis-nb Memory usedperc,,,true,0,0,0
1402990497453,30903,dennis-nb Memory usedperc,,,true,0,0,0
1402990498453,31021,dennis-nb Memory usedperc,,,true,0,0,0
1402990499453,31155,dennis-nb Memory usedperc,,,true,0,0,0
1402990500484,31144,dennis-nb Memory usedperc,,,true,0,0,0
1402990501484,31171,dennis-nb Memory usedperc,,,true,0,0,0
1402990502484,31281,dennis-nb Memory usedperc,,,true,0,0,0
1402990503562,31319,dennis-nb Memory usedperc,,,true,0,0,0
1402990504562,31429,dennis-nb Memory usedperc,,,true,0,0,0
1402990505562,31363,dennis-nb Memory usedperc,,,true,0,0,0
1402990506562,31493,dennis-nb Memory usedperc,,,true,0,0,0
1402990507562,31650,dennis-nb Memory usedperc,,,true,0,0,0
1402990508562,31495,dennis-nb Memory usedperc,,,true,0,0,0
1402990509562,31626,dennis-nb Memory usedperc,,,true,0,0,0
1402990510562,31731,dennis-nb Memory usedperc,,,true,0,0,0
1402990511562,31861,dennis-nb Memory usedperc,,,true,0,0,0
1402990512562,31608,dennis-nb Memory usedperc,,,true,0,0,0
1402990513562,31755,dennis-nb Memory usedperc,,,true,0,0,0
1402990514562,31895,dennis-nb Memory usedperc,,,true,0,0,0
1402990515562,31598,dennis-nb Memory usedperc,,,true,0,0,0
1402990516562,31728,dennis-nb Memory usedperc,,,true,0,0,0
1402990517562,31932,dennis-nb Memory usedperc,,,true,0,0,0
1402990518562,31778,dennis-nb Memory usedperc,,,true,0,0,0
1402990519562,31845,dennis-nb Memory usedperc,,,true,0,0,0
1402990520562,31746,dennis-nb Memory usedperc,,,true,0,0,0
1402990521562,31940,dennis-nb Memory usedperc,,,true,0,0,0
1402990522562,31858,dennis-nb Memory usedperc,,,true,0,0,0
1402990523562,31959,dennis-nb Memory usedperc,,,true,0,0,0
1402990524562,31950,dennis-nb Memory usedperc,,,true,0,0,0
1402990525578,32080,dennis-nb Memory usedperc,,,true,0,0,0
1402990526578,32080,dennis-nb Memory usedperc,,,true,0,0,0
1402990527578,32209,dennis-nb Memory usedperc,,,true,0,0,0
1402990528593,32276,dennis-nb Memory usedperc,,,true,0,0,0
1402990529593,32387,dennis-nb Memory usedperc,,,true,0,0,0
1402990530593,32345,dennis-nb Memory usedperc,,,true,0,0,0
1402990531593,32448,dennis-nb Memory usedperc,,,true,0,0,0
1402990532593,32579,dennis-nb Memory usedperc,,,true,0,0,0
1402990533593,32491,dennis-nb Memory usedperc,,,true,0,0,0
1402990534593,32623,dennis-nb Memory usedperc,,,true,0,0,0
1402990535593,32727,dennis-nb Memory usedperc,,,true,0,0,0
1402990536593,32883,dennis-nb Memory usedperc,,,true,0,0,0
1402990537593,32681,dennis-nb Memory usedperc,,,true,0,0,0
1402990538593,32795,dennis-nb Memory usedperc,,,true,0,0,0
1402990539593,32905,dennis-nb Memory usedperc,,,true,0,0,0
1402990540593,32664,dennis-nb Memory usedperc,,,true,0,0,0
1402990541593,32795,dennis-nb Memory usedperc,,,true,0,0,0
1402990542593,32898,dennis-nb Memory usedperc,,,true,0,0,0
1402990543593,32708,dennis-nb Memory usedperc,,,true,0,0,0
1402990544593,32814,dennis-nb Memory usedperc,,,true,0,0,0
1402990545593,32943,dennis-nb Memory usedperc,,,true,0,0,0
1402990546593,33020,dennis-nb Memory usedperc,,,true,0,0,0
1402990547593,32795,dennis-nb Memory usedperc,,,true,0,0,0
1402990548593,32847,dennis-nb Memory usedperc,,,true,0,0,0
1402990549593,32927,dennis-nb Memory usedperc,,,true,0,0,0
1402990550593,32740,dennis-nb Memory usedperc,,,true,0,0,0
1402990551593,32801,dennis-nb Memory usedperc,,,true,0,0,0
1402990552593,32940,dennis-nb Memory usedperc,,,true,0,0,0
1402990553593,32998,dennis-nb Memory usedperc,,,true,0,0,0
1402990554593,32766,dennis-nb Memory usedperc,,,true,0,0,0
1402990555593,32792,dennis-nb Memory usedperc,,,true,0,0,0
1402990556593,32818,dennis-nb Memory usedperc,,,true,0,0,0
1402990557593,32844,dennis-nb Memory usedperc,,,true,0,0,0
1402990558593,32868,dennis-nb Memory usedperc,,,true,0,0,0
1402990559593,32868,dennis-nb Memory usedperc,,,true,0,0,0
1402990560593,32871,dennis-nb Memory usedperc,,,true,0,0,0
1402990561593,32890,dennis-nb Memory usedperc,,,true,0,0,0
1402990562593,32893,dennis-nb Memory usedperc,,,true,0,0,0
1402990563593,32893,dennis-nb Memory usedperc,,,true,0,0,0
1402990564593,32893,dennis-nb Memory usedperc,,,true,0,0,0
1402990565593,32893,dennis-nb Memory usedperc,,,true,0,0,0
1402990566593,32893,dennis-nb Memory usedperc,,,true,0,0,0
1402990567593,32893,dennis-nb Memory usedperc,,,true,0,0,0
